Attributed Touch Type,Attributed Touch Time,Install Time,Event Time,Event Name,Event Value,Event Revenue,Event Revenue Currency,Event Revenue USD,Cost Model,Cost Value,Cost Currency,Event Source,Partner,Media Source,Channel,Campaign,Campaign ID,Adset,Adset ID,Ad,Ad ID,Ad Type,Site ID,Region,Country Code,State,City,Postal Code,DMA,IP,Operator,Carrier,Language,AppsFlyer ID,Customer User ID,Android ID,Advertising ID,IMEI,IDFA,IDFV,Device Category,Platform,OS Version,App Version,SDK Version,App ID,App Name,Is Retargeting,Retargeting Conversion Type,Is Primary Attribution,Attribution Lookback,Reengagement Window,Match Type,User Agent,HTTP Referrer,Original URL,Device Model,Rejected Reason,Rejected Reason Value,Detection Date,Fraud Reason,Fraud Sub Reason
click,2023/7/28 21:47,2023/7/28 21:51,2023/7/28 21:51,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_8cfae5d33e,SA,BR,MG,Santa Luzia,33035-170,76006,179.189.45.112,Vivo,Vivo,en_BR,378d667c1f6aaa21effbd2cac6fa7813,378d667c1f6aaa21effbd2cac6fa7813,,0b29415d-fe00-4c9b-9753-267be5305d09,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; V15 Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_8cfae5d33e&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=4d31deae794f4913bcd125e69e08dee01690606059450&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=4d31deae794f4913bcd125e69e08dee01690606059450&af_ip=179.189.45.112&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=0b29415d-fe00-4c9b-9753-267be5305d09&af_channel=af_14183,V15,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 21:38,2023/7/28 21:43,2023/7/28 21:43,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_b4751badd6,SA,BR,SP,Taquaritinga,15904-008,76003,177.71.25.198,Claro,Claro,en_BR,1e309c3a2e16cfbbe5b77b6b3b5c07f4,1e309c3a2e16cfbbe5b77b6b3b5c07f4,,9733f5bd-6b94-435e-a70d-4c192f0587a2,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; C1 Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_b4751badd6&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=87e9d4297b4246c49d9859d40ada792f1690605513737&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=87e9d4297b4246c49d9859d40ada792f1690605513737&af_ip=177.71.25.198&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=9733f5bd-6b94-435e-a70d-4c192f0587a2&af_channel=af_14183,C1,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 21:41,2023/7/28 21:43,2023/7/28 21:43,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_4fb5a7aee9,SA,BR,RJ,Itaborai,24866-568,76008,170.254.200.176,Vivo,Vivo,en_BR,d2167ebbdff111946e85369348afa865,d2167ebbdff111946e85369348afa865,,9460EA0C-3668-4B0E-8B46-7877CE8979C4,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; Honor 8X Max SD660 Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_4fb5a7aee9&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=5937301a7b84429d87a95ec1a6e139f91690605660421&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=5937301a7b84429d87a95ec1a6e139f91690605660421&af_ip=170.254.200.176&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=9460EA0C-3668-4B0E-8B46-7877CE8979C4&af_channel=af_14183,Honor 8X Max SD660,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 21:23,2023/7/28 21:26,2023/7/28 21:26,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_a9e216bb84,SA,BR,SP,Sao Bernardo Do Campo,09784-045,76009,45.171.187.247,Vivo,Vivo,en_BR,35129f34ca2d46c6c26d4d3220f6ef6c,35129f34ca2d46c6c26d4d3220f6ef6c,,8ebb19f6-0c73-47c9-8b31-b6b54fc33063,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; Galaxy A30 Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_a9e216bb84&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=a23e69464eca45d6b28fc8dc120f43751690604596033&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=a23e69464eca45d6b28fc8dc120f43751690604596033&af_ip=45.171.187.247&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=8ebb19f6-0c73-47c9-8b31-b6b54fc33063&af_channel=af_14183,Galaxy A30,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 21:17,2023/7/28 21:22,2023/7/28 21:22,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_a03cb92c90,SA,BR,MA,Coelho Neto,65620-000,76100,45.163.228.144,Brasil Telecom,Brasil Telecom,en_BR,d835d92fb9952d3b3c91d8d7ef7c853c,d835d92fb9952d3b3c91d8d7ef7c853c,,C28BC52F-6797-4C88-8B6B-96F42375D127,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; Galaxy A9s Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_a03cb92c90&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=e86fb0695b00481e9675159b4568578d1690604250382&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=e86fb0695b00481e9675159b4568578d1690604250382&af_ip=45.163.228.144&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=C28BC52F-6797-4C88-8B6B-96F42375D127&af_channel=af_14183,Galaxy A9s,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 21:14,2023/7/28 21:17,2023/7/28 21:17,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_8326056ab5,SA,BR,RJ,Rio De Janeiro,21215-300,76008,187.67.188.213,Vivo,Vivo,en_BR,809def91906f62f715b168a3569540df,809def91906f62f715b168a3569540df,,090ab563-7539-4ec5-9196-94a1e62059f3,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; MediaPad M6 Turbo Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_8326056ab5&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=5475d1690aa341619784ee9751f5b6b41690604040934&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=5475d1690aa341619784ee9751f5b6b41690604040934&af_ip=187.67.188.213&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=090ab563-7539-4ec5-9196-94a1e62059f3&af_channel=af_14183,MediaPad M6 Turbo,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 21:06,2023/7/28 21:12,2023/7/28 21:12,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_935085ab5d,SA,BR,SP,Embu Das Artes,06816-260,76009,45.232.23.147,Brasil Telecom,Brasil Telecom,en_BR,abad55f0c7a2d8fcfb7df7203c1b32e3,abad55f0c7a2d8fcfb7df7203c1b32e3,,913618c1-0171-4303-907b-9b903003b01d,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; MediaPad M5 8 Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_935085ab5d&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=b20f541b2b99423a90503483ae22d8111690603568984&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=b20f541b2b99423a90503483ae22d8111690603568984&af_ip=45.232.23.147&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=913618c1-0171-4303-907b-9b903003b01d&af_channel=af_14183,MediaPad M5 8,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 20:59,2023/7/28 21:06,2023/7/28 21:06,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_98af703108,SA,BR,RJ,Sao Goncalo,24426-465,76008,45.190.5.58,Vivo,Vivo,en_BR,0fb42ee8027befcc9f6faccfc4033ca9,0fb42ee8027befcc9f6faccfc4033ca9,,970BCE26-F592-4FC3-8D43-70FF56323DE8,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; Z5 Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_98af703108&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=b9b41eb6343e441bbb52866ea9fdc12f1690603145660&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=b9b41eb6343e441bbb52866ea9fdc12f1690603145660&af_ip=45.190.5.58&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=970BCE26-F592-4FC3-8D43-70FF56323DE8&af_channel=af_14183,Z5,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 21:03,2023/7/28 21:06,2023/7/28 21:06,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_5a62469597,SA,BR,RS,Cachoeirinha,94930-080,76029,177.134.57.91,Brasil Telecom,Brasil Telecom,en_BR,5361d56fd05752e9e837a94e8b8bef2e,5361d56fd05752e9e837a94e8b8bef2e,,9946428c-07b7-4e1f-945f-ddaf4ee5a9d9,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; Galaxy J3 V 3th Gen Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_5a62469597&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=d57e79e7f1f04e3f89b83986588eb5d51690603390696&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=d57e79e7f1f04e3f89b83986588eb5d51690603390696&af_ip=177.134.57.91&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=9946428c-07b7-4e1f-945f-ddaf4ee5a9d9&af_channel=af_14183,Galaxy J3 V 3th Gen,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 20:56,2023/7/28 20:58,2023/7/28 20:58,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_288c2def4d,SA,BR,SP,Ribeirao Preto,14098-772,76003,189.63.226.186,Claro,Claro,en_BR,6237de34318cf87ba6f128d4db57a974,6237de34318cf87ba6f128d4db57a974,,09765445-b4ff-4a4e-bc29-3e6c7bfbf585,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; Galaxy J2 Core Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_288c2def4d&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=b84941d271f243fd80b926fc9046db871690602969943&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=b84941d271f243fd80b926fc9046db871690602969943&af_ip=189.63.226.186&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=09765445-b4ff-4a4e-bc29-3e6c7bfbf585&af_channel=af_14183,Galaxy J2 Core,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 20:46,2023/7/28 20:53,2023/7/28 20:53,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_7ce0d2bfd6,SA,BR,MG,Manhuacu,36909-000,76006,168.227.82.236,Brasil Telecom,Brasil Telecom,en_BR,5397b5ce960dd0c9736a4735d780ba25,5397b5ce960dd0c9736a4735d780ba25,,1c736185-4d33-4cce-ad71-7517624b87e4,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; Galaxy M51 Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_7ce0d2bfd6&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=ebdae7dbb6484144ae563f277a9fae8e1690602404164&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=ebdae7dbb6484144ae563f277a9fae8e1690602404164&af_ip=168.227.82.236&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=1c736185-4d33-4cce-ad71-7517624b87e4&af_channel=af_14183,Galaxy M51,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 20:43,2023/7/28 20:45,2023/7/28 20:45,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_e1d8e039f7,SA,BR,SP,Tatui,18278-330,76117,186.224.136.198,Brasil Telecom,Brasil Telecom,en_BR,1e7f9179276e6659d0363636c3312499,1e7f9179276e6659d0363636c3312499,,044956ec-f895-4ad5-8147-ae23e78d7766,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; Galaxy Tab Active Pro Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_e1d8e039f7&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=0962424cc2b44fc98d669abc498ea1f41690602191931&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=0962424cc2b44fc98d669abc498ea1f41690602191931&af_ip=186.224.136.198&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=044956ec-f895-4ad5-8147-ae23e78d7766&af_channel=af_14183,Galaxy Tab Active Pro,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 20:37,2023/7/28 20:40,2023/7/28 20:40,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_196c135c14,SA,BR,PR,Foz Do Iguacu,85851-016,76050,187.112.173.215,Vivo,Vivo,en_BR,51f158b3093761797a4f9337e5627c79,51f158b3093761797a4f9337e5627c79,,1a8c8d1e-3ec8-41e3-91ef-c9e6dcb1e2d8,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; Honor X10 Lite Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_196c135c14&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=69699fced0924bb2a75f54fb8cb441791690601855584&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=69699fced0924bb2a75f54fb8cb441791690601855584&af_ip=187.112.173.215&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=1a8c8d1e-3ec8-41e3-91ef-c9e6dcb1e2d8&af_channel=af_14183,Honor X10 Lite,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 20:37,2023/7/28 20:39,2023/7/28 20:39,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_ad2e474fda,SA,BR,SP,Sao Paulo,03727-080,76009,177.32.132.126,Vivo,Vivo,en_BR,6bb1e1995655aeecda8e57042df56952,6bb1e1995655aeecda8e57042df56952,,0881cf83-4649-427c-b7ec-be32fdedc876,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; Y7a Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_ad2e474fda&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=2de7041d8cd74ec4a6beca4485f114181690601827206&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=2de7041d8cd74ec4a6beca4485f114181690601827206&af_ip=177.32.132.126&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=0881cf83-4649-427c-b7ec-be32fdedc876&af_channel=af_14183,Y7a,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 20:30,2023/7/28 20:32,2023/7/28 20:32,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_f6d129a7bd,SA,BR,MS,Aparecida Do Taboado,79570-959,76106,179.0.166.46,Claro,Claro,en_BR,c708a6ac900e0d3dc611641c93e162e8,c708a6ac900e0d3dc611641c93e162e8,,140f5c5e-d47c-47de-91fa-8e6801092bd7,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; Mate RS Porsche Design Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_f6d129a7bd&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=62d7187f23ea4d28b6377fcac14ceb621690601402043&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=62d7187f23ea4d28b6377fcac14ceb621690601402043&af_ip=179.0.166.46&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=140f5c5e-d47c-47de-91fa-8e6801092bd7&af_channel=af_14183,Mate RS Porsche Design,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 20:29,2023/7/28 20:31,2023/7/28 20:31,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_34de789cf5,SA,BR,SP,Hortolandia,13185-189,76001,189.47.72.67,Vivo,Vivo,en_BR,315f25ad9c4d180c9895c12abaea6378,315f25ad9c4d180c9895c12abaea6378,,9c76dd1a-9399-4994-b29e-948124610ccc,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; Y6s Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_34de789cf5&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=65b1c5a8dc944ddfbbd9d634dc704b601690601353765&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=65b1c5a8dc944ddfbbd9d634dc704b601690601353765&af_ip=189.47.72.67&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=9c76dd1a-9399-4994-b29e-948124610ccc&af_channel=af_14183,Y6s,,,2023/7/30,bots,timestamp_anomalies
click,2023/7/28 20:24,2023/7/28 20:29,2023/7/28 20:29,install,,,,,,0,USD,S2S,mobisummer,comnexlvl3423_int,af_14183,ms_KR/JP_14183,,,,,176283811,,14183_b22c04f108,SA,BR,SP,Penapolis,16305-132,76118,189.127.141.182,Brasil Telecom,Brasil Telecom,en_BR,1c2da7f5e30db11b146b546c31a2c097,1c2da7f5e30db11b146b546c31a2c097,,07c97dfa-7d59-4a64-a2b8-7f3a1fc0cacf,,,,,android,10,,,com.alibaba.aliexpresshd,,FALSE,,,7d,,id_matching,"Mozilla/5.0 (Linux; Android 10; Galaxy On8 (2018 Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36",,https://app.appsflyer.com/com.alibaba.aliexpresshd?pid=comnexlvl3423_int&af_siteid=14183_b22c04f108&c=ms_KR/JP_14183&af_sub3=ms&af_ad_id=176283811&af_sub_siteid=3b5ab95fdc40451f80317fc8b8d017541690601068505&af_sub5=_DFdGvXd&af_click_lookback=7d&clickid=3b5ab95fdc40451f80317fc8b8d017541690601068505&af_ip=189.127.141.182&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+10%3B+MI+6+Build%2FQQ3A.200605.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F102.0.4961.0+Mobile+Safari%2F537.36&af_lang=pt-BR&af_prt=mobisummer&advertising_id=07c97dfa-7d59-4a64-a2b8-7f3a1fc0cacf&af_channel=af_14183,Galaxy On8 (2018,,,2023/7/30,bots,timestamp_anomalies
